,id,type,location_name,groups,price,area,under_valued,over_valued,normal
4398,2957350,['Apartment'],['Golden Mile'],apartment,695000,209.0,0,0,1
4399,2959742,['Apartment'],['Nagüeles'],apartment,272000,110.0,0,0,1
4400,2963234,['Moradia'],['Alenquer'],houses,425000,275.0,1,0,0
4401,2967622,"['moradia', 'Quinta']",['Quinta da Marinha'],houses,2800000,421.0,1,0,0
4402,2971816,['Villa'],"['Golden Mile', 'Nagüeles']",houses,2350000,367.0,1,0,0
4403,2977252,['Villa'],['Nagüeles'],houses,1595000,434.0,1,0,0
4404,2977268,['Villa'],['Nagüeles'],houses,2500000,400.0,1,0,0
4405,2980869,['Villa'],['Nagüeles'],houses,1595000,434.0,1,0,0
4406,2982749,"['House', 'Quinta']",['Quinta da Marinha'],houses,0,0.0,None,None,None
4407,2983451,['Quinta'],['Quinta da Marinha'],houses,1690000,338.0,1,0,0
4408,2984168,['House'],['Alenquer'],houses,1900000,668.36,1,0,0
