,id,type,location_name,groups,price,area,under_valued,over_valued,normal
0,44525,['villa'],['Golden Mile'],houses,4400000,918.0,1,0,0
1,44859,['Villa'],"['Golden Mile', 'Nagüeles']",houses,2400000,0.0,0,0,1
2,45465,['villa'],['Nagüeles'],houses,1900000,393.0,1,0,0
3,50685,[],[],[],4250000,0.0,None,None,None
4,130728,['Villa'],['Golden Mile'],houses,32000000,4903.0,1,0,0
5,130856,['plot'],['Nagüeles'],plots,2900000,5528.0,0,0,1
6,130857,['Penthouse'],['Golden Mile'],apartment,3900000,530.0,0,0,1
7,130897,['Villa'],['Golden Mile'],houses,3148000,450.0,1,0,0
8,130917,['Villa'],['Golden Mile'],houses,2950000,845.0,1,0,0
9,130978,['Villa'],['Nagüeles'],houses,2400000,738.0,1,0,0
10,131009,"['Apartment', 'plot']",['Nagüeles'],apartment,2169448,0.0,0,1,0
11,131037,['Villa'],['Golden Mile'],houses,1950000,603.0,1,0,0
12,131058,['Villa'],['Golden Mile'],houses,1850000,608.0,1,0,0
13,131259,['Penthouse'],['Golden Mile'],apartment,1150000,194.0,0,0,1
14,131274,"['penthouse', 'Duplex']",['Nagüeles'],apartment,1100000,335.0,0,0,1
15,131297,['Villa'],['Golden Mile'],houses,995000,127.0,1,0,0
16,131403,['Penthouse'],['Golden Mile'],apartment,790000,367.0,0,0,1
17,131417,['Villa'],['Nagüeles'],houses,765000,249.0,1,0,0
18,131512,['Villa'],['Nagüeles'],houses,585000,397.0,1,0,0
19,131589,[],['Nagüeles'],[],550000,0.0,None,None,None
20,131650,[],['Nagüeles'],[],460000,0.0,None,None,None
21,131694,['apartment'],['Golden Mile'],apartment,415000,77.0,0,0,1
22,131703,['Apartment'],['Nagüeles'],apartment,400000,157.0,0,0,1
23,131765,[],['Nagüeles'],[],350000,0.0,None,None,None
24,131820,[],['Nagüeles'],[],288750,0.0,None,None,None
25,131878,['apartment'],['Nagüeles'],apartment,260000,130.0,0,0,1
26,131958,['villa'],['Golden Mile'],houses,0,450.0,None,None,None
27,131977,['Villa'],['Golden Mile'],houses,0,1890.0,None,None,None
28,132013,['Villa'],['Nagüeles'],houses,0,435.0,None,None,None
29,132037,['villa'],['Golden Mile'],houses,0,127.0,None,None,None
30,132041,['villa'],['Golden Mile'],houses,0,380.0,None,None,None
31,132049,['Villa'],['Golden Mile'],houses,0,1300.0,None,None,None
32,132055,['Villa'],['Golden Mile'],houses,0,3900.0,None,None,None
33,132854,[],[],[],4250000,0.0,None,None,None
34,133646,['villa'],['Golden Mile'],houses,4500000,672.0,1,0,0
35,133676,['villa'],['Golden Mile'],houses,2900000,872.0,1,0,0
36,133733,['villa'],['Golden Mile'],houses,2995000,382.0,1,0,0
37,133780,['villa'],['Golden Mile'],houses,2580000,338.0,1,0,0
38,133794,['villa'],['Golden Mile'],houses,2500000,450.0,1,0,0
39,133831,['apartment'],['Golden Mile'],apartment,2300000,199.0,0,1,0
40,133908,['villa'],['Golden Mile'],houses,1790000,340.0,1,0,0
41,133938,['villa'],['Golden Mile'],houses,1595000,434.0,1,0,0
42,133960,['villa'],['Golden Mile'],houses,1495000,527.0,1,0,0
43,133961,['apartment'],['Golden Mile'],apartment,1350000,128.0,0,1,0
44,134014,['apartment'],['Golden Mile'],apartment,1300000,183.0,0,0,1
45,134023,['villa'],['Golden Mile'],houses,1275000,233.0,1,0,0
46,134051,['penthouse'],['Golden Mile'],apartment,1200000,172.0,0,0,1
47,134086,['penthouse'],['Golden Mile'],apartment,999000,157.0,0,0,1
48,134101,['villa'],[],houses,799000,133.0,1,0,0
49,134124,['apartment'],['Golden Mile'],apartment,980000,163.0,0,0,1
50,134252,['villa'],[],houses,765000,159.0,1,0,0
51,134273,[],[],[],725000,0.0,None,None,None
52,134363,[],[],[],595000,0.0,None,None,None
53,134574,[],['Golden Mile'],[],430000,0.0,None,None,None
54,134581,[],[],[],425000,0.0,None,None,None
55,137331,['villa'],['Golden Mile'],houses,1850000,684.0,1,0,0
56,137573,[],['Golden Mile'],[],470000,0.0,None,None,None
57,137595,['villa'],[],houses,2500000,629.0,1,0,0
58,138133,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,191000,0.0,0,1,0
59,138136,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,191000,74.0,0,0,1
60,138247,['House'],['Nagüeles'],houses,298000,0.0,0,0,1
61,138255,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,287000,95.0,0,0,1
62,138354,['Plot'],"['Golden Mile', 'Nagüeles']",plots,350000,1165.0,0,0,1
63,138378,['Apartment'],['Nagüeles'],apartment,375000,75.0,0,0,1
64,138395,"['apartment', 'Penthouse', 'Duplex']",[],apartment,390000,115.0,0,0,1
65,138413,['Duplex'],"['Golden Mile', 'Nagüeles']",apartment,400000,207.0,0,0,1
66,138449,['villa'],"['Golden Mile', 'Nagüeles']",houses,2850000,614.0,1,0,0
67,138452,['House'],"['Golden Mile', 'Nagüeles']",houses,430000,283.0,1,0,0
68,138456,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,0,130.0,None,None,None
69,138460,[],['Nagüeles'],[],430000,0.0,None,None,None
70,138518,['House'],"['Golden Mile', 'Nagüeles']",houses,470000,0.0,0,0,1
71,138523,[],['Nagüeles'],[],495000,0.0,None,None,None
72,138534,['House'],['Nagüeles'],houses,1350000,472.0,1,0,0
73,138574,"['Penthouse', 'Duplex']","['Golden Mile', 'Nagüeles']",apartment,0,150.0,None,None,None
74,138629,"['Penthouse', 'Duplex']","['Golden Mile', 'Nagüeles']",apartment,525000,90.0,0,0,1
75,138638,['Villa'],"['Golden Mile', 'Nagüeles']",houses,1250000,599.0,1,0,0
76,138655,"['penthouse', 'duplex']",['Nagüeles'],apartment,1390000,312.0,0,0,1
77,138682,['Apartment'],['Golden Mile'],apartment,580000,211.0,0,0,1
78,138731,['Apartment'],['Golden Mile'],apartment,630000,210.0,0,0,1
79,138768,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,650000,174.0,0,0,1
80,138771,['Apartment'],['Golden Mile'],apartment,670000,173.0,0,0,1
81,138830,['Apartment'],['Golden Mile'],apartment,0,172.0,None,None,None
82,138856,['Villa'],"['Golden Mile', 'Nagüeles']",houses,765000,210.0,1,0,0
83,138877,['Apartment'],['Golden Mile'],apartment,795000,120.0,0,0,1
84,138885,['Apartment'],['Golden Mile'],apartment,0,180.0,None,None,None
85,138887,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,795000,241.0,0,0,1
86,138913,['Apartment'],['Golden Mile'],apartment,0,142.0,None,None,None
87,138939,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,850000,240.0,0,0,1
88,138998,['Penthouse'],['Golden Mile'],apartment,895000,211.0,0,0,1
89,139021,"['Penthouse', 'Duplex']",['Golden Mile'],apartment,1170000,300.0,0,0,1
90,139025,['Penthouse'],"['Golden Mile', 'Nagüeles']",apartment,900000,120.0,0,1,0
91,139050,['Villa'],['Nagüeles'],houses,4250000,641.0,1,0,0
92,139068,['Villa'],['Golden Mile'],houses,7900000,775.0,0,0,1
93,139074,['Penthouse'],['Golden Mile'],apartment,1100000,215.0,0,0,1
94,139106,['Villa'],"['Golden Mile', 'Nagüeles']",houses,995000,350.0,1,0,0
95,139113,['Villa'],['Nagüeles'],houses,1690000,267.0,1,0,0
96,139155,['Apartment'],['Golden Mile'],apartment,1096000,170.0,0,0,1
97,139168,['Apartment'],['Golden Mile'],apartment,1100000,200.0,0,0,1
98,139202,['Villa'],['Nagüeles'],houses,1900000,393.0,1,0,0
99,139227,"['apartment', 'Penthouse', 'Duplex']",['Golden Mile'],apartment,1250000,317.0,0,0,1
100,139235,['apartment'],['Golden Mile'],apartment,1250000,153.0,0,1,0
101,139335,['Villa'],['Golden Mile'],houses,1400000,300.0,1,0,0
102,139351,['Villa'],['Nagüeles'],houses,1250000,200.0,1,0,0
103,139359,"['Apartment', 'Penthouse']",['Golden Mile'],apartment,1450000,196.0,0,0,1
104,139423,['Villa'],"['Golden Mile', 'Nagüeles']",houses,1595000,434.0,1,0,0
105,139438,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,265125,113.0,0,0,1
106,139506,['Villa'],"['Golden Mile', 'Nagüeles']",houses,1790000,322.0,1,0,0
107,139596,['Villa'],"['Golden Mile', 'Nagüeles']",houses,2100000,393.0,1,0,0
108,139608,['Penthouse'],['Golden Mile'],apartment,0,426.0,None,None,None
109,139660,['Villa'],"['Golden Mile', 'Nagüeles']",houses,2400000,738.0,1,0,0
110,139683,['Villa'],['Nagüeles'],houses,2500000,450.0,1,0,0
111,139715,['Villa'],"['Golden Mile', 'Nagüeles']",houses,2500000,338.0,1,0,0
112,139742,[],"['Golden Mile', 'Nagüeles']",[],595000,0.0,None,None,None
113,139769,['Villa'],['Golden Mile'],houses,0,1859.0,None,None,None
114,139789,['Villa'],"['Golden Mile', 'Nagüeles']",houses,2900000,950.0,1,0,0
115,139916,"['villa', 'Plot']",[],houses,3855000,0.0,0,0,1
116,139932,['Villa'],"['Golden Mile', 'Nagüeles']",houses,3745000,836.0,1,0,0
117,139937,['Villa'],"['Golden Mile', 'Nagüeles']",houses,3995000,870.0,1,0,0
118,140062,[],['Nagüeles'],[],399000,0.0,None,None,None
119,141963,[],['Nagüeles'],[],550000,0.0,None,None,None
120,145972,"['Penthouse', 'Duplex']",['Golden Mile'],apartment,2400000,229.0,0,1,0
121,145997,['Apartment'],['Golden Mile'],apartment,1100000,168.0,0,0,1
122,146005,['Apartment'],['Golden Mile'],apartment,895000,167.0,0,0,1
123,146009,['Apartment'],['Golden Mile'],apartment,799000,174.0,0,0,1
124,146013,['Apartment'],['Golden Mile'],apartment,775000,162.0,0,0,1
125,146017,['Apartment'],['Golden Mile'],apartment,750000,162.0,0,0,1
126,146023,['Apartment'],['Golden Mile'],apartment,670000,184.0,0,0,1
127,146044,['Apartment'],['Golden Mile'],apartment,475000,87.0,0,0,1
128,146049,['House'],['Golden Mile'],houses,415000,127.0,1,0,0
129,146054,['Apartment'],['Golden Mile'],apartment,350000,152.0,0,0,1
130,146056,['Apartment'],['Golden Mile'],apartment,372000,70.0,0,0,1
131,146062,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,285000,113.0,0,0,1
132,146648,['House'],['Golden Mile'],houses,0,120.0,None,None,None
133,146657,['Penthouse'],['Golden Mile'],apartment,0,250.0,None,None,None
134,146659,['Apartment'],['Golden Mile'],apartment,0,175.0,None,None,None
135,146660,"['Penthouse', 'Duplex']",['Golden Mile'],apartment,0,0.0,None,None,None
136,146673,['Apartment'],['Golden Mile'],apartment,0,200.0,None,None,None
137,146679,['Apartment'],['Golden Mile'],apartment,0,0.0,None,None,None
138,149206,['Penthouse'],[],apartment,750000,0.0,0,1,0
139,149229,[],[],[],495000,0.0,None,None,None
140,149263,[],['Nagüeles'],[],230000,0.0,None,None,None
141,149273,['Duplex'],[],apartment,450000,0.0,0,1,0
142,149281,[],[],[],226000,0.0,None,None,None
143,149283,['Apartment'],[],apartment,280000,0.0,0,1,0
144,149285,['House'],[],houses,380000,0.0,0,0,1
145,149320,[],[],[],430000,0.0,None,None,None
146,151180,['Apartment'],['Nagüeles'],apartment,158000,125.0,0,0,1
147,151353,['Apartment'],['Nagüeles'],apartment,165000,52.0,0,0,1
148,151636,['Apartment'],['Nagüeles'],apartment,180000,60.0,0,0,1
149,151665,['Apartment'],['Nagüeles'],apartment,180000,57.0,0,0,1
150,151772,['Apartment'],['Nagüeles'],apartment,195000,70.0,0,0,1
151,151820,['Apartment'],['Nagüeles'],apartment,186000,80.0,0,0,1
152,151877,['Apartment'],['Nagüeles'],apartment,202500,65.0,0,0,1
153,151924,['Apartment'],['Nagüeles'],apartment,189500,120.0,0,0,1
154,152035,['Apartment'],['Nagüeles'],apartment,195000,55.0,0,0,1
155,152047,['Apartment'],['Nagüeles'],apartment,195000,85.0,0,0,1
156,152200,['Apartment'],['Nagüeles'],apartment,199000,96.0,0,0,1
157,152743,['Apartment'],['Nagüeles'],apartment,219900,42.0,0,0,1
158,152783,['Apartment'],['Nagüeles'],apartment,220000,62.0,0,0,1
159,152821,['Apartment'],['Nagüeles'],apartment,210000,106.0,0,0,1
160,152896,['Apartment'],['Nagüeles'],apartment,222000,100.0,0,0,1
161,152999,['Apartment'],['Nagüeles'],apartment,225000,60.0,0,0,1
162,153017,['Apartment'],['Nagüeles'],apartment,226000,136.0,0,0,1
163,153021,['Apartment'],['Nagüeles'],apartment,226000,136.0,0,0,1
164,153280,[],['Nagüeles'],[],235000,0.0,None,None,None
165,153462,['Apartment'],['Nagüeles'],apartment,242000,139.0,0,0,1
166,153481,['Apartment'],['Nagüeles'],apartment,259000,90.0,0,0,1
167,153537,['Apartment'],['Nagüeles'],apartment,245000,80.0,0,0,1
168,153719,[],['Nagüeles'],[],250000,0.0,None,None,None
169,153829,['Apartment'],['Nagüeles'],apartment,244000,92.0,0,0,1
170,153853,['Apartment'],['Nagüeles'],apartment,252000,115.0,0,0,1
171,153976,[],['Nagüeles'],[],258000,0.0,None,None,None
172,154035,['Apartment'],['Nagüeles'],apartment,260000,100.0,0,0,1
173,154072,['Apartment'],['Nagüeles'],apartment,260000,94.0,0,0,1
174,154161,['Apartment'],['Nagüeles'],apartment,265000,80.0,0,0,1
175,154192,['Apartment'],['Nagüeles'],apartment,265000,145.0,0,0,1
176,154247,['Apartment'],['Nagüeles'],apartment,265000,95.0,0,0,1
177,154566,['Apartment'],['Nagüeles'],apartment,275000,98.0,0,0,1
178,154969,['Apartment'],['Nagüeles'],apartment,272000,99.0,0,0,1
179,154978,['Apartment'],['Nagüeles'],apartment,270000,118.0,0,0,1
180,155018,['Apartment'],['Nagüeles'],apartment,294000,200.0,0,0,1
181,155145,['Apartment'],['Nagüeles'],apartment,275000,120.0,0,0,1
182,155257,['Apartment'],['Nagüeles'],apartment,299000,86.0,0,0,1
183,155265,['Apartment'],['Nagüeles'],apartment,299000,85.0,0,0,1
184,155277,['Apartment'],['Nagüeles'],apartment,299000,115.0,0,0,1
185,155289,[],['Nagüeles'],[],295000,0.0,None,None,None
186,155443,['Apartment'],['Nagüeles'],apartment,313000,97.0,0,0,1
187,155455,['Apartment'],['Nagüeles'],apartment,319000,115.0,0,0,1
188,155471,['Apartment'],['Nagüeles'],apartment,309000,140.0,0,0,1
189,155486,['Apartment'],['Nagüeles'],apartment,310000,120.0,0,0,1
190,155603,['Apartment'],['Nagüeles'],apartment,315000,194.0,0,0,1
191,155614,['Apartment'],['Nagüeles'],apartment,300000,166.0,0,0,1
192,155678,[],['Nagüeles'],[],318000,0.0,None,None,None
193,155731,['Apartment'],['Nagüeles'],apartment,320000,207.0,0,0,1
194,156104,['Apartment'],['Nagüeles'],apartment,269000,112.0,0,0,1
195,156323,[],['Nagüeles'],[],340000,0.0,None,None,None
196,156348,['Apartment'],['Nagüeles'],apartment,341000,143.0,0,0,1
197,156410,['Apartment'],['Nagüeles'],apartment,315000,90.0,0,0,1
198,156440,[],['Nagüeles'],[],348500,0.0,None,None,None
199,156491,['Apartment'],['Nagüeles'],apartment,349000,95.0,0,0,1
200,156509,['Apartment'],['Nagüeles'],apartment,350000,93.0,0,0,1
201,156607,['Apartment'],['Nagüeles'],apartment,350000,94.0,0,0,1
202,156609,['Apartment'],['Nagüeles'],apartment,370000,150.0,0,0,1
203,156640,['Apartment'],['Nagüeles'],apartment,350000,120.0,0,0,1
204,156651,['Apartment'],['Nagüeles'],apartment,380000,110.0,0,0,1
205,156804,['Apartment'],['Nagüeles'],apartment,355000,178.0,0,0,1
206,156853,['Apartment'],['Nagüeles'],apartment,360000,107.0,0,0,1
207,156897,['Apartment'],['Nagüeles'],apartment,360000,115.0,0,0,1
208,157030,['Apartment'],['Nagüeles'],apartment,369000,120.0,0,0,1
209,157038,[],['Nagüeles'],[],369000,0.0,None,None,None
210,157070,"['Plot', 'Land']",['Nagüeles'],plots,370000,1160.0,0,0,1
211,157292,['Apartment'],['Nagüeles'],apartment,275000,85.0,0,0,1
212,157367,[],['Nagüeles'],[],399000,0.0,None,None,None
213,157379,[],['Nagüeles'],[],350000,0.0,None,None,None
214,157416,['Apartment'],['Nagüeles'],apartment,380000,150.0,0,0,1
215,157464,['Apartment'],['Nagüeles'],apartment,380000,124.0,0,0,1
216,157515,['Apartment'],['Nagüeles'],apartment,385000,95.0,0,0,1
217,157527,['Apartment'],['Nagüeles'],apartment,385000,127.0,0,0,1
218,157740,['Apartment'],['Nagüeles'],apartment,393700,120.0,0,0,1
219,157751,[],['Nagüeles'],[],395000,0.0,None,None,None
220,157812,['Apartment'],['Nagüeles'],apartment,395000,125.0,0,0,1
221,157818,[],['Nagüeles'],[],395000,0.0,None,None,None
222,157873,[],['Nagüeles'],[],395000,0.0,None,None,None
223,157893,['Apartment'],['Nagüeles'],apartment,365000,112.0,0,0,1
224,157911,[],['Nagüeles'],[],395000,0.0,None,None,None
225,157929,['Apartment'],['Nagüeles'],apartment,395000,100.0,0,0,1
226,158010,['Apartment'],['Nagüeles'],apartment,370000,160.0,0,0,1
227,158145,['Apartment'],['Nagüeles'],apartment,410000,148.0,0,0,1
228,158211,[],['Nagüeles'],[],415000,0.0,None,None,None
229,158334,[],['Nagüeles'],[],424000,0.0,None,None,None
230,158386,['Apartment'],['Nagüeles'],apartment,425000,160.0,0,0,1
231,158437,['Apartment'],['Nagüeles'],apartment,426000,170.0,0,0,1
232,158680,['Apartment'],['Nagüeles'],apartment,445000,152.0,0,0,1
233,158755,['Apartment'],['Nagüeles'],apartment,400000,216.0,0,0,1
234,158844,['Apartment'],['Nagüeles'],apartment,525000,185.0,0,0,1
235,158884,['Apartment'],['Nagüeles'],apartment,450000,130.0,0,0,1
236,158922,[],['Nagüeles'],[],451000,0.0,None,None,None
237,158951,['Apartment'],['Nagüeles'],apartment,456000,150.0,0,0,1
238,159007,[],['Nagüeles'],[],460000,0.0,None,None,None
239,159047,[],['Nagüeles'],[],465000,0.0,None,None,None
240,159111,[],['Nagüeles'],[],470000,0.0,None,None,None
241,159123,[],['Nagüeles'],[],430000,0.0,None,None,None
242,159169,[],['Nagüeles'],[],475000,0.0,None,None,None
243,159261,[],['Nagüeles'],[],475000,0.0,None,None,None
244,159472,['Apartment'],['Nagüeles'],apartment,490000,180.0,0,0,1
245,159474,[],['Nagüeles'],[],490000,0.0,None,None,None
246,159516,[],['Nagüeles'],[],495000,0.0,None,None,None
247,159525,['Apartment'],['Nagüeles'],apartment,495000,180.0,0,0,1
248,159573,[],['Nagüeles'],[],495000,0.0,None,None,None
249,159577,['Apartment'],['Nagüeles'],apartment,495000,0.0,0,1,0
250,159768,['Apartment'],['Nagüeles'],apartment,500000,160.0,0,0,1
251,159879,['Villa'],['Nagüeles'],houses,525000,242.0,1,0,0
252,159889,['Apartment'],['Nagüeles'],apartment,525000,162.0,0,0,1
253,160068,['Apartment'],['Nagüeles'],apartment,545000,127.0,0,0,1
254,160070,['Apartment'],['Nagüeles'],apartment,545000,147.0,0,0,1
255,160132,['Apartment'],['Nagüeles'],apartment,550000,174.0,0,0,1
256,160239,['Apartment'],['Nagüeles'],apartment,550000,150.0,0,0,1
257,160243,['Apartment'],['Nagüeles'],apartment,550000,140.0,0,0,1
258,160292,[],['Nagüeles'],[],550000,0.0,None,None,None
259,160362,[],['Nagüeles'],[],560000,0.0,None,None,None
260,160402,[],['Nagüeles'],[],499000,0.0,None,None,None
261,160414,[],['Nagüeles'],[],565000,0.0,None,None,None
262,160661,[],['Nagüeles'],[],590000,0.0,None,None,None
263,160706,['Villa'],['Nagüeles'],houses,595000,550.0,1,0,0
264,160737,[],['Nagüeles'],[],545000,0.0,None,None,None
265,160757,[],['Nagüeles'],[],595000,0.0,None,None,None
266,160777,[],['Nagüeles'],[],595000,0.0,None,None,None
267,161012,['Apartment'],['Nagüeles'],apartment,625000,180.0,0,0,1
268,161193,[],['Nagüeles'],[],599000,0.0,None,None,None
269,161207,['Villa'],['Nagüeles'],houses,585000,392.0,1,0,0
270,161359,['Apartment'],['Nagüeles'],apartment,650000,150.0,0,0,1
271,161400,[],['Nagüeles'],[],520000,0.0,None,None,None
272,161471,['Apartment'],['Nagüeles'],apartment,679000,180.0,0,0,1
273,161702,['Apartment'],['Nagüeles'],apartment,520000,354.0,0,0,1
274,161944,['Apartment'],['Nagüeles'],apartment,730000,150.0,0,0,1
275,162119,[],['Nagüeles'],[],750000,0.0,None,None,None
276,162291,['Apartment'],['Nagüeles'],apartment,780000,150.0,0,0,1
277,162415,['Villa'],['Nagüeles'],houses,795000,200.0,1,0,0
278,162584,['Apartment'],['Nagüeles'],apartment,800000,220.0,0,0,1
279,162794,['Villa'],['Nagüeles'],houses,850000,300.0,1,0,0
280,162903,['Apartment'],['Nagüeles'],apartment,860000,173.0,0,0,1
281,162955,['Apartment'],['Nagüeles'],apartment,875000,150.0,0,0,1
282,163012,['Villa'],['Nagüeles'],houses,890000,603.0,1,0,0
283,163151,['Apartment'],['Nagüeles'],apartment,790000,366.0,0,0,1
284,163649,['Apartment'],['Nagüeles'],apartment,999000,385.0,0,0,1
285,163941,['Villa'],['Nagüeles'],houses,1100000,490.0,1,0,0
286,163990,['Villa'],['Nagüeles'],houses,1100000,432.0,1,0,0
287,163996,['Villa'],['Nagüeles'],houses,1125000,590.0,1,0,0
288,164224,['Villa'],['Nagüeles'],houses,1200000,240.0,1,0,0
289,164572,['Villa'],['Nagüeles'],houses,1295000,337.0,1,0,0
290,164603,['Villa'],['Nagüeles'],houses,1300000,575.0,1,0,0
291,164652,['Villa'],['Nagüeles'],houses,1100000,397.0,1,0,0
292,164702,['Villa'],['Nagüeles'],houses,1350000,450.0,1,0,0
293,164709,['Villa'],['Nagüeles'],houses,1350000,414.0,1,0,0
294,164782,['Villa'],['Nagüeles'],houses,1320000,330.0,1,0,0
295,164915,['Villa'],['Nagüeles'],houses,1150000,193.0,1,0,0
296,164917,['Villa'],['Nagüeles'],houses,1400000,320.0,1,0,0
297,165015,['Villa'],['Nagüeles'],houses,1480000,600.0,1,0,0
298,165066,['Villa'],['Nagüeles'],houses,1495000,600.0,1,0,0
299,165112,['Villa'],['Nagüeles'],houses,1495000,600.0,1,0,0
300,165118,['Villa'],['Nagüeles'],houses,1495000,650.0,1,0,0
301,165243,['Apartment'],['Nagüeles'],apartment,1350000,202.0,0,0,1
302,165269,['Villa'],['Nagüeles'],houses,1550000,750.0,1,0,0
303,165356,['Villa'],['Nagüeles'],houses,1595000,434.0,1,0,0
304,165373,['Villa'],['Nagüeles'],houses,1595000,434.0,1,0,0
305,165377,['Villa'],['Nagüeles'],houses,1597000,557.0,1,0,0
306,165651,['Villa'],['Nagüeles'],houses,1700000,850.0,1,0,0
307,165675,['Villa'],['Nagüeles'],houses,1900000,509.0,1,0,0
308,165779,['Villa'],['Nagüeles'],houses,1750000,500.0,1,0,0
309,165799,['Villa'],['Nagüeles'],houses,1790000,406.0,1,0,0
310,165898,['Villa'],['Nagüeles'],houses,1790000,400.0,1,0,0
311,165912,['Villa'],['Nagüeles'],houses,1850000,322.0,1,0,0
312,165914,"['Plot', 'Land']",['Nagüeles'],plots,1690000,2030.0,0,0,1
313,165998,['Villa'],['Nagüeles'],houses,1898000,393.0,1,0,0
314,166148,['Villa'],['Nagüeles'],houses,1950000,275.0,1,0,0
315,166252,['Villa'],['Nagüeles'],houses,1995000,370.0,1,0,0
316,166353,['Villa'],['Nagüeles'],houses,2100000,1500.0,1,0,0
317,166490,['Villa'],['Nagüeles'],houses,2200000,470.0,1,0,0
318,166758,['Villa'],['Nagüeles'],houses,1650000,350.0,1,0,0
319,166992,['Villa'],['Nagüeles'],houses,2900000,910.0,1,0,0
320,167087,"['Plot', 'Land']",['Nagüeles'],plots,3000000,4278.0,0,0,1
321,167108,['Villa'],['Nagüeles'],houses,3000000,1100.0,1,0,0
322,167388,"['Plot', 'Land']",['Nagüeles'],plots,3790000,7564.0,0,0,1
323,167659,"['Plot', 'Land']",['Nagüeles'],plots,5500000,15500.0,0,0,1
324,167665,[],['Nagüeles'],[],5500000,0.0,None,None,None
325,167833,['Villa'],['Nagüeles'],houses,10500000,2600.0,1,0,0
326,167840,['Villa'],['Nagüeles'],houses,10900000,1137.0,1,0,0
327,172910,['Apartment'],"['Golden Mile', 'Nagüeles']",apartment,266000,112.0,0,0,1
328,200791,['Apartment'],['Golden Mile'],apartment,1695000,204.0,0,1,0
329,213213,[],['Nagüeles'],[],348500,0.0,None,None,None
330,213283,['Villa'],['Nagüeles'],houses,1325000,350.0,1,0,0
331,213903,['Villa'],['Golden Mile'],houses,0,210.0,None,None,None
332,214938,"['Plot', 'Land']",['Nagüeles'],plots,1490000,5100.0,0,0,1
333,218923,['Apartment'],['Nagüeles'],apartment,275000,97.0,0,0,1
334,218934,['Apartment'],['Nagüeles'],apartment,420000,200.0,0,0,1
335,229127,['Apartment'],['Nagüeles'],apartment,390000,185.0,0,0,1
336,229248,['Apartment'],['Nagüeles'],apartment,165000,52.0,0,0,1
337,229293,[],['Nagüeles'],[],395000,0.0,None,None,None
338,229369,['Apartment'],['Nagüeles'],apartment,449000,185.0,0,0,1
339,230347,['Apartment'],['Nagüeles'],apartment,222000,100.0,0,0,1
340,230409,['Apartment'],['Nagüeles'],apartment,319000,115.0,0,0,1
341,230421,['Apartment'],['Nagüeles'],apartment,370000,160.0,0,0,1
342,230460,['Apartment'],['Nagüeles'],apartment,525000,185.0,0,0,1
343,230485,['Apartment'],['Nagüeles'],apartment,545000,147.0,0,0,1
344,230556,['Apartment'],['Nagüeles'],apartment,999000,385.0,0,0,1
345,231195,['Apartment'],['Nagüeles'],apartment,189500,120.0,0,0,1
346,231389,[],['Nagüeles'],[],499000,0.0,None,None,None
347,231425,['Villa'],['Nagüeles'],houses,890000,603.0,1,0,0
348,231460,['Villa'],['Nagüeles'],houses,1150000,193.0,1,0,0
349,233234,['Apartment'],['Nagüeles'],apartment,380000,124.0,0,0,1
350,237403,[],['Nagüeles'],[],340000,0.0,None,None,None
351,237516,['Villa'],['Nagüeles'],houses,725000,310.0,1,0,0
352,237579,['Villa'],['Nagüeles'],houses,2200000,470.0,1,0,0
353,238002,['Apartment'],['Nagüeles'],apartment,220000,62.0,0,0,1
354,238128,['Villa'],['Nagüeles'],houses,725000,310.0,1,0,0
355,238254,['Apartment'],['Nagüeles'],apartment,220000,62.0,0,0,1
356,238703,['Apartment'],['Nagüeles'],apartment,380000,110.0,0,0,1
357,238734,['Apartment'],['Nagüeles'],apartment,395000,100.0,0,0,1
358,238779,[],['Nagüeles'],[],595000,0.0,None,None,None
359,239317,[],['Nagüeles'],[],595000,0.0,None,None,None
360,239562,['Villa'],['Nagüeles'],houses,1595000,434.0,1,0,0
361,239564,['Villa'],['Nagüeles'],houses,1595000,434.0,1,0,0
362,239565,['Villa'],['Nagüeles'],houses,1595000,643.0,1,0,0
363,240150,['Villa'],['Nagüeles'],houses,1595000,434.0,1,0,0
364,240369,[],['Nagüeles'],[],430000,0.0,None,None,None
365,241011,[],['Nagüeles'],[],430000,0.0,None,None,None
366,241024,['Villa'],['Nagüeles'],houses,1595000,643.0,1,0,0
367,241749,['Apartment'],['Nagüeles'],apartment,195000,70.0,0,0,1
368,241882,['Apartment'],['Nagüeles'],apartment,409500,145.0,0,0,1
369,241962,['Apartment'],['Nagüeles'],apartment,730000,150.0,0,0,1
370,242244,['Apartment'],['Nagüeles'],apartment,409500,145.0,0,0,1
371,243443,[],['Nagüeles'],[],420000,0.0,None,None,None
372,243760,['villa'],[],houses,1850000,434.0,1,0,0
373,243878,[],['Nagüeles'],[],490000,0.0,None,None,None
374,243895,['Villa'],['Nagüeles'],houses,2950000,382.0,1,0,0
375,244793,['Apartment'],['Nagüeles'],apartment,365000,112.0,0,0,1
